program,rank_in_program,rank_by_mean_score,cell_type,n_cells,n_expressing,prop_expressing,ci_low,ci_high,mean_score,median_score,prop_overall,enrichment
P07_COL11A1,4,4,SFRP2+ Fibroblast,7882,3991,0.5063435676224308,0.49530581288805375,0.5173751420261671,0.2689133929368752,0.11902562247382273,0.11175754697378966,4.530732655944774
P07_COL11A1,5,5,Nerve cell,268,126,0.4701492537313433,0.41123814157330774,0.529904022431361,0.18809399528487603,-0.03630853335062663,0.11175754697378966,4.206868050187311
P07_COL11A1,6,6,Melanocyte,1987,694,0.3492702566683442,0.3286174306641113,0.3705047684713101,0.0015280557394707613,-0.12895612080891927,0.11175754697378966,3.125249847782164
P07_COL11A1,7,7,yd T cell,168,23,0.13690476190476192,0.09298940933738117,0.19705386172621356,-0.021712608334248658,-0.09974689165751138,0.11175754697378966,1.225015809776766
P07_COL11A1,8,10,cDC1,84,9,0.10714285714285714,0.057400212876644804,0.19124614516344507,-0.08730533043543495,-0.14368207295735677,0.11175754697378966,0.9587080250426864
P07_COL11A1,9,19,Endothelial,3734,396,0.10605249062667381,0.09657821947897251,0.11633649816980272,-0.1581091114351354,-0.1674609692891439,0.11175754697378966,0.9489514891691937
P07_COL11A1,10,23,Supraspinous Keratinocyte,4190,198,0.04725536992840095,0.041234909467384666,0.054105236970370583,-0.20552978380641265,-0.220458984375,0.11175754697378966,0.42283828884937574
P07_COL11A1,11,21,Smooth muscle,3356,113,0.03367103694874851,0.028081660088290383,0.04032676383221466,-0.15985475065944652,-0.16287342071533203,0.11175754697378966,0.30128647111989076
P07_COL11A1,12,18,Basal Keratinocyte,11715,333,0.028425096030729832,0.02556690010544523,0.031592458281173165,-0.1482180262353188,-0.14978839874267577,0.11175754697378966,0.2543460983211839
P07_COL11A1,13,24,cDC2A,87,2,0.022988505747126436,0.006327085105926007,0.0799931801396141,-0.20931313128611442,-0.21113843282063802,0.11175754697378966,0.20569980613942698
P07_COL11A1,14,9,Cytotoxic T cell,527,12,0.022770398481973434,0.013072710870316528,0.039375074354571715,-0.08015544609558022,-0.08513548533121745,0.11175754697378966,0.20374819507548553
P07_COL11A1,15,26,CD16+ DC,58,1,0.017241379310344827,0.0030500384460675004,0.09140858093468013,-0.2448635117030235,-0.25891375223795576,0.11175754697378966,0.15427485460457022
P07_COL11A1,16,13,IFN T cell,70,1,0.014285714285714285,0.002526246457890312,0.07658187131208327,-0.09813451070634145,-0.1009264341990153,0.11175754697378966,0.1278277366723582
P07_COL11A1,17,8,Mast cell,563,7,0.012433392539964476,0.00603550949244086,0.025439709094804037,-0.035316436300622145,-0.0392706298828125,0.11175754697378966,0.11125326992798493
P07_COL11A1,18,22,LC,326,4,0.012269938650306749,0.00478160354447397,0.03111885258081648,-0.1995728365986544,-0.193065611521403,0.11175754697378966,0.10979069407441808
P07_COL11A1,19,20,Spinous Keratinocyte,26018,275,0.010569605657621647,0.009397245149778495,0.01188646990540477,-0.1582568921214742,-0.15341911951700848,0.11175754697378966,0.09457621381131891
P07_COL11A1,20,15,Treg,662,6,0.00906344410876133,0.004160289464479628,0.019631348335833597,-0.1095053087164388,-0.10543990135192871,0.11175754697378966,0.08109916828155657
P07_COL11A1,21,14,Tc17 cell,459,4,0.008714596949891068,0.003394006501022605,0.022190259115255163,-0.10632671801641647,-0.10395463307698567,0.11175754697378966,0.07797770428814879
P07_COL11A1,22,25,cDC2B,755,6,0.007947019867549669,0.003647133162620184,0.017228714666402148,-0.21428901383383822,-0.21426030476888022,0.11175754697378966,0.07110946940713965
P07_COL11A1,23,17,PVM,126,1,0.007936507936507936,0.0014023650608123127,0.04358679998516077,-0.13267514285587134,-0.12049685796101889,0.11175754697378966,0.07101540926242121
P07_COL11A1,24,11,Naive T cell,1154,9,0.00779896013864818,0.004108427626348271,0.014755518429738273,-0.09156561591183085,-0.08664592425028483,0.11175754697378966,0.06978463960449365
P07_COL11A1,25,12,Stressed T cell,1428,7,0.004901960784313725,0.0023765167112460885,0.01008398211757597,-0.0943789725662799,-0.08945302327473958,0.11175754697378966,0.04386245866208369
P07_COL11A1,26,16,Eccrine gland,316,1,0.0031645569620253164,0.0005588405996577658,0.017704766758289213,-0.13055262807384654,-0.049419576327006026,0.11175754697378966,0.028316270781851498
P08_CHI3L1,1,1,Eccrine gland,316,287,0.9082278481012658,0.8713073927243004,0.9353422547331826,2.81406362976203,2.510254211425781,0.35434414794146457,2.5631235999734905
P08_CHI3L1,2,2,Supraspinous Keratinocyte,4190,3402,0.8119331742243436,0.79981744297164,0.8234774587710345,0.50114036906363,0.4646311060587565,0.35434414794146457,2.2913689387596996
P08_CHI3L1,3,3,Spinous Keratinocyte,26018,14284,0.5490045353217003,0.5429515057096165,0.5550430964032028,0.12192037585506976,0.06837952613830564,0.35434414794146457,1.5493540348023258
P08_CHI3L1,4,13,Basal Keratinocyte,11715,3363,0.28706786171574905,0.27894664283445597,0.29532867972784277,-0.14036543497955803,-0.22914637247721353,0.35434414794146457,0.8101385711699995
P08_CHI3L1,5,6,Nerve cell,268,74,0.27611940298507465,0.226042837926097,0.3325233921089188,-0.10857785517303503,-0.19601150512695312,0.35434414794146457,0.7792407595530203
P08_CHI3L1,6,10,SFRP4+ Fibroblast,217,59,0.271889400921659,0.2170416185627683,0.3346729891532576,-0.12953886987243746,-0.20495621999104818,0.35434414794146457,0.7673032065046927
P08_CHI3L1,7,14,RAMP1+ Fibroblast,131,28,0.21374045801526717,0.1522236056949521,0.2915676388084799,-0.15006325923152855,-0.23964686075846353,0.35434414794146457,0.6032001918388553
P08_CHI3L1,8,4,yd T cell,168,33,0.19642857142857142,0.1434267512473137,0.2630028688222491,-0.09396596853695219,-0.15063840230305992,0.35434414794146457,0.5543440538519072
P08_CHI3L1,9,20,COL11A1+ Fibroblast,1097,155,0.14129443938012762,0.12193168159684568,0.1631606505514231,-0.264191522492496,-0.3133955383300781,0.35434414794146457,0.39874918268290005
P08_CHI3L1,10,24,Melanocyte,1987,230,0.11575239053850025,0.10242086783206587,0.13056677503903338,-0.2816323364110946,-0.30186192830403646,0.35434414794146457,0.3266665788357307
P08_CHI3L1,11,22,Endothelial,3734,408,0.10926620246384575,0.0996584534043093,0.11967708231939096,-0.2736604077929664,-0.26976979573567705,0.35434414794146457,0.30836180898885857
P08_CHI3L1,12,17,Smooth muscle,3356,354,0.10548271752085817,0.09553738955554848,0.1163301844193708,-0.1993490638025327,-0.23422011057535808,0.35434414794146457,0.29768437868567044
P08_CHI3L1,13,19,LC,326,33,0.10122699386503067,0.07299029121304913,0.1387522200843581,-0.22698687987337327,-0.2424197514851888,0.35434414794146457,0.2856742363408602
P08_CHI3L1,14,25,SFRP2+ Fibroblast,7882,748,0.0948997716315656,0.08862557917076448,0.10156864000708231,-0.3126041805307585,-0.3402683639526367,0.35434414794146457,0.26781808640802623
P08_CHI3L1,15,9,Naive T cell,1154,92,0.07972270363951472,0.06545313170047462,0.09678104759037393,-0.11898806207652453,-0.14332735697428386,0.35434414794146457,0.2249866523905015
P08_CHI3L1,16,11,Treg,662,51,0.0770392749244713,0.059079026621717254,0.09987992286778337,-0.13228329528374497,-0.16338207880655925,0.35434414794146457,0.21741370747061894
P08_CHI3L1,17,8,Cytotoxic T cell,527,40,0.07590132827324478,0.05623286948953316,0.1017078064459043,-0.1165703906536404,-0.14763070424397787,0.35434414794146457,0.21420229094846854
P08_CHI3L1,18,7,Stressed T cell,1428,105,0.07352941176470588,0.061106174575569466,0.08824098778193074,-0.11074910353100488,-0.14362227121988932,0.35434414794146457,0.20750846935632894
P08_CHI3L1,19,12,IFN T cell,70,5,0.07142857142857142,0.03089421703784702,0.1565541221709532,-0.1342183060873122,-0.1532911745707194,0.35434414794146457,0.20157965594614807
P08_CHI3L1,20,23,cDC2A,87,6,0.06896551724137931,0.031988839442576765,0.14239694240580283,-0.2750296030190713,-0.2948225657145182,0.35434414794146457,0.1946286333273154
P08_CHI3L1,21,26,CD16+ DC,58,4,0.06896551724137931,0.027144247017578338,0.1643366631438035,-0.3172528137283764,-0.3353848648071289,0.35434414794146457,0.1946286333273154
P08_CHI3L1,22,15,PVM,126,8,0.06349206349206349,0.032520539972782904,0.12029242901961257,-0.15754143326370804,-0.14945699691772463,0.35434414794146457,0.17918191639657607
P08_CHI3L1,23,5,Mast cell,563,34,0.06039076376554174,0.043535023807370565,0.08320492737785024,-0.10396847094778057,-0.12780291239420574,0.35434414794146457,0.17042969135056216
P08_CHI3L1,24,16,Tc17 cell,459,27,0.058823529411764705,0.04073872140455195,0.08423162798478841,-0.1751983887299127,-0.19560320536295572,0.35434414794146457,0.16600677548506312
P08_CHI3L1,25,21,cDC2B,755,43,0.05695364238410596,0.04255541996562799,0.07583750358432617,-0.2715412031051602,-0.2915033721923828,0.35434414794146457,0.16072973891335252
P08_CHI3L1,26,18,cDC1,84,2,0.023809523809523808,0.006553902690167361,0.08271441008569919,-0.2245599563916524,-0.21654487609863282,0.35434414794146457,0.06719321864871602
P09_TNFRSF18,1,1,Treg,662,662,1.0,0.9942306704249119,1.0,3.4155720207604,3.4739584493340914,0.10592478256997834,9.440661342300686
P09_TNFRSF18,2,2,Tc17 cell,459,459,1.0,0.9917002706920811,1.0,3.398238476660757,3.4151376567271927,0.10592478256997834,9.440661342300686
P09_TNFRSF18,3,3,IFN T cell,70,70,1.0,0.9479769375897331,1.0,3.233714604769117,3.272950605576083,0.10592478256997834,9.440661342300686
P09_TNFRSF18,4,4,Naive T cell,1154,1154,1.0,0.9966822238127431,1.0,2.9069428578260874,2.924739106101279,0.10592478256997834,9.440661342300686
P09_TNFRSF18,5,5,Cytotoxic T cell,527,527,1.0,0.9927634536510613,0.9999999999999999,2.878113575644396,2.9157144149638112,0.10592478256997834,9.440661342300686
P09_TNFRSF18,6,6,Stressed T cell,1428,1428,1.0,0.997317119994655,1.0,2.8471859090454976,2.96123713069821,0.10592478256997834,9.440661342300686
P09_TNFRSF18,7,7,yd T cell,168,168,1.0,0.9776453316501321,1.0,2.329234597903143,2.3314878311216463,0.10592478256997834,9.440661342300686
P09_TNFRSF18,8,8,CD16+ DC,58,58,1.0,0.9378821442127971,1.0,1.4746973074383793,1.4817464233185196,0.10592478256997834,9.440661342300686
P09_TNFRSF18,9,9,cDC2B,755,755,1.0,0.9949377320176155,1.0,1.4071579690207272,1.4279453709999226,0.10592478256997834,9.440661342300686
P09_TNFRSF18,10,11,cDC1,84,84,1.0,0.95626827158534,0.9999999999999999,0.9716723003143463,0.9785890949438818,0.10592478256997834,9.440661342300686
P09_TNFRSF18,11,12,cDC2A,87,87,1.0,0.9577124930558795,0.9999999999999999,0.9523843285306718,0.9429495941778145,0.10592478256997834,9.440661342300686
P09_TNFRSF18,12,10,LC,326,325,0.9969325153374233,0.982831793051727,0.9994583082545812,1.0746828796060166,1.0494611396552613,0.10592478256997834,9.411702258428598
P09_TNFRSF18,13,13,PVM,126,120,0.9523809523809523,0.8999983205231048,0.9779955116120489,0.6311729536963369,0.575832994828313,0.10592478256997834,8.991106040286367
P09_TNFRSF18,14,14,Mast cell,563,531,0.9431616341030196,0.9208628270061017,0.9594538686677869,0.5917228510248197,0.5750363406187259,0.10592478256997834,8.904069578617522
P09_TNFRSF18,15,15,Endothelial,3734,387,0.10364220674879486,0.09426989248948094,0.11382921160310054,-0.3794658373034765,-0.33622674764313315,0.10592478256997834,0.9784509746840829
P09_TNFRSF18,16,16,Eccrine gland,316,18,0.056962025316455694,0.036331508988742406,0.08823476508840777,-0.4114923911304341,-0.24620097024100168,0.10592478256997834,0.5377591903842163
P09_TNFRSF18,17,17,Nerve cell,268,11,0.041044776119402986,0.023070817805011478,0.07198995376677102,-0.4149543615673651,-0.3955516052542266,0.10592478256997834,0.3874898312138341
P09_TNFRSF18,18,20,SFRP4+ Fibroblast,217,5,0.02304147465437788,0.009881167688609183,0.05279483026308114,-0.5356710895660949,-0.5059007132275505,0.10592478256997834,0.21752675903918633
P09_TNFRSF18,19,18,Smooth muscle,3356,52,0.015494636471990465,0.011835745314521529,0.020261441455281158,-0.43630112706015345,-0.4223813892151258,0.10592478256997834,0.14627961555412267
P09_TNFRSF18,20,21,SFRP2+ Fibroblast,7882,86,0.01091093631058107,0.008844007868869554,0.013454368244691157,-0.5761511966056695,-0.5691723112734208,0.10592478256997834,0.10300645463560759
P09_TNFRSF18,21,19,RAMP1+ Fibroblast,131,1,0.007633587786259542,0.0013487890456915057,0.04197215150021155,-0.4493856875442361,-0.44063242177785555,0.10592478256997834,0.07206611711679912
P09_TNFRSF18,22,22,COL11A1+ Fibroblast,1097,7,0.006381039197812215,0.0030943604606855505,0.013112749725559859,-0.594579592957224,-0.586085746006936,0.10592478256997834,0.06024123007849116
P09_TNFRSF18,23,23,Melanocyte,1987,8,0.004026170105686965,0.0020415253489456174,0.007924842757758128,-0.6321062842538445,-0.6196645002187409,0.10592478256997834,0.0380097084742856
P09_TNFRSF18,24,24,Basal Keratinocyte,11715,40,0.0034144259496372174,0.0025085956245558235,0.0046458196916090025,-0.6874060179193962,-0.6821104843423973,0.10592478256997834,0.032234439068888385
P09_TNFRSF18,25,25,Spinous Keratinocyte,26018,85,0.0032669690214466906,0.0026431002429745947,0.004037497634612065,-0.8319877215675341,-0.8395236619511007,0.10592478256997834,0.030842348147265674
P09_TNFRSF18,26,26,Supraspinous Keratinocyte,4190,9,0.0021479713603818618,0.0011304861880451953,0.004077497717678302,-0.9872449181955266,-1.0072998289736161,0.10592478256997834,0.020278270186326056
P10_QPCT,1,1,Melanocyte,1987,1985,0.9989934574735783,0.9963373075909374,0.9997239263230182,4.897217838741553,5.1141031641625245,0.24567366202618066,4.066343332184785
P10_QPCT,2,2,Nerve cell,268,248,0.9253731343283582,0.8875500691177242,0.9511740938157457,0.7583649375111048,0.7553398859540754,0.24567366202618066,3.766676194331911
P10_QPCT,3,5,cDC2A,87,40,0.45977011494252873,0.358970941640143,0.5639717313323724,-0.013059632625014535,-0.019557751301538917,0.24567366202618066,1.87146685220792
P10_QPCT,4,4,cDC2B,755,340,0.4503311258278146,0.41518282264122575,0.4859823033172894,0.019049647407237705,-0.060262729491677214,0.24567366202618066,1.833046009546698
P10_QPCT,5,10,LC,326,136,0.4171779141104294,0.3649199683095192,0.47136501480609605,-0.06851170157922475,-0.14460493035141042,0.24567366202618066,1.6980978370647324
P10_QPCT,6,7,CD16+ DC,58,24,0.41379310344827586,0.29628026374083305,0.5420159182914434,-0.03639721905892317,-0.13779628500093183,0.24567366202618066,1.684320166987128
P10_QPCT,7,6,RAMP1+ Fibroblast,131,53,0.40458015267175573,0.324412002490212,0.49018507901093206,-0.02707342820894442,-0.13889955756656303,0.24567366202618066,1.6468193999104426
P10_QPCT,8,12,SFRP2+ Fibroblast,7882,2921,0.37059122050241056,0.35999454407303244,0.381313975676859,-0.11110564098053655,-0.18187171966335852,0.24567366202618066,1.508469477134744
P10_QPCT,9,9,cDC1,84,28,0.3333333333333333,0.24177214000720681,0.4394717694643464,-0.05964433190396947,-0.15860669828178892,0.24567366202618066,1.356813467850742
P10_QPCT,10,16,COL11A1+ Fibroblast,1097,302,0.27529626253418416,0.24968318496918251,0.3024775771008259,-0.22132334875666446,-0.2859577840785916,0.24567366202618066,1.1205770299660642
P10_QPCT,11,21,Basal Keratinocyte,11715,3009,0.25685019206145965,0.24901936069250022,0.26484043338194674,-0.2512772153542538,-0.30632256345206677,0.24567366202618066,1.0454933994271145
P10_QPCT,12,19,SFRP4+ Fibroblast,217,52,0.23963133640552994,0.18768064105856816,0.3006400727991178,-0.23560467322764203,-0.3049325847306778,0.24567366202618066,0.9754050736622846
P10_QPCT,13,8,PVM,126,30,0.23809523809523808,0.17217521538203126,0.31951256601340594,-0.05154313163885919,-0.12144278842071227,0.24567366202618066,0.9691524770362443
P10_QPCT,14,3,Mast cell,563,131,0.23268206039076378,0.1996619672296908,0.26932535662233237,0.04503392914031736,-0.07564614847750967,0.24567366202618066,0.947118459796344
P10_QPCT,15,11,Eccrine gland,316,65,0.20569620253164558,0.1647918282913584,0.2536700537741771,-0.09515015263646459,-0.1204617743508074,0.24567366202618066,0.8372741336420719
P10_QPCT,16,26,Supraspinous Keratinocyte,4190,839,0.20023866348448688,0.1883986724636483,0.21262780298486014,-0.3683315760315479,-0.39404976407819764,0.24567366202618066,0.8150595462005532
P10_QPCT,17,23,Smooth muscle,3356,611,0.18206197854588796,0.16937199096513367,0.19547899198897423,-0.2803090219554733,-0.3397296663112066,0.24567366202618066,0.7410724334238409
P10_QPCT,18,25,Spinous Keratinocyte,26018,4705,0.18083634406949034,0.17620687019217468,0.1855600506353926,-0.33964322464476404,-0.3766646897115038,0.24567366202618066,0.7360835613311255
P10_QPCT,19,24,Endothelial,3734,633,0.1695232994108195,0.15782951576261714,0.18189635886592717,-0.33500520645356713,-0.3437169435430929,0.24567366202618066,0.690034487265281
P10_QPCT,20,13,Stressed T cell,1428,144,0.10084033613445378,0.08627768813955278,0.11754477909160505,-0.1874688938776732,-0.22005765015464962,0.24567366202618066,0.4104645785094682
P10_QPCT,21,17,Naive T cell,1154,109,0.09445407279029462,0.07890023154031925,0.11269893528054079,-0.22253039866882968,-0.23936943385912024,0.24567366202618066,0.3844696741656782
P10_QPCT,22,22,Tc17 cell,459,42,0.0915032679738562,0.06840868682033015,0.12137867372535537,-0.2595443025659479,-0.2766235504660718,0.24567366202618066,0.3724585990178507
P10_QPCT,23,15,IFN T cell,70,6,0.08571428571428572,0.039876669645112064,0.1746567249233948,-0.21453858871068102,-0.24026268541214857,0.24567366202618066,0.34889489173304794
P10_QPCT,24,18,yd T cell,168,14,0.08333333333333333,0.0502873350784608,0.13500822187976255,-0.2325326605461304,-0.22962905730690847,0.24567366202618066,0.3392033669626855
P10_QPCT,25,20,Treg,662,52,0.07854984894259819,0.060402342847161034,0.10156032467987708,-0.23811183162950117,-0.2555691773277461,0.24567366202618066,0.3197324788288758
P10_QPCT,26,14,Cytotoxic T cell,527,34,0.06451612903225806,0.04653261934185989,0.08880243715560271,-0.20915981175746337,-0.21845862857474133,0.24567366202618066,0.262609058293692
